state,time,net,age,sex
NY,5442,5323,40,F
VA,5443,5082,40,F
DC,5451,5343,40,F
MD,5472,5242,40,F
VA,5487,5222,40,F
NY,5501,5501,40,F
VA,5565,5162,40,F
MD,5575,5339,40,F
MD,5603,5506,40,F
NY,5637,5528,40,F
VA,5641,5524,40,F
VA,5667,5385,40,F
MD,5684,5298,40,F
VA,5692,5294,40,F
VA,5791,5511,40,F
VA,5794,5794,40,F
NJ,5803,5487,40,F
DC,5900,5798,40,F
VA,5911,5677,40,F
VA,5943,5651,40,F
MD,5944,5530,40,F
MD,5951,5661,40,F
MD,5963,5752,40,F
MD,6037,6037,40,F
NJ,6050,5573,40,F
MD,6054,5591,40,F
MD,6063,5827,40,F
VA,6074,5797,40,F
MD,6083,5805,40,F
MD,6118,5943,40,F
MD,6121,5975,40,F
VA,6144,5903,40,F
VA,6169,6169,40,F
VA,6175,5703,40,F
PA,6188,6188,40,F
DC,6221,5823,40,F
VA,6223,5943,40,F
PA,6232,5974,40,F
VA,6248,5887,40,F
VA,6264,6085,40,F
VA,6265,5984,40,F
MD,6276,6029,40,F
VA,6313,5984,40,F
MD,6314,5976,40,F
VA,6323,5823,40,F
VA,6326,6074,40,F
MD,6346,6062,40,F
VA,6356,6075,40,F
VA,6358,5925,40,F
MD,6392,6392,40,F
VA,6424,6186,40,F
MD,6462,6141,40,F
MD,6521,6401,40,F
MD,6584,6095,40,F
MD,6588,6092,40,F
DC,6623,6509,40,F
VA,6633,6284,40,F
IL,6634,6515,40,F
VA,6641,6436,40,F
MD,6663,6175,40,F
MD,6666,6666,40,F
VA,6725,6240,40,F
MD,6782,6517,40,F
VA,6785,6475,40,F
DC,6808,6321,40,F
VA,6879,6401,40,F
MD,6883,6702,40,F
MD,6893,6428,40,F
VA,6894,6557,40,F
VA,6928,6928,40,F
MD,6935,6498,40,F
MD,6940,6454,40,F
VA,6960,6960,40,F
VA,7111,7008,40,F
MD,7131,6688,40,F
VA,7216,6889,40,F
VA,7305,6833,40,F
VA,7366,6897,40,F
VA,7522,7522,40,F
VA,7530,7294,40,F
VA,7533,7231,40,F
VA,7889,7754,40,F
VA,7939,7833,40,F
DC,8008,8008,40,F
VA,8070,7645,40,F
DC,8163,7758,40,F
VA,8183,7953,40,F
MD,8571,8376,40,F
MD,9116,8738,40,F
NY,3961,3947,41,F
CT,3965,3959,41,F
MD,4022,4008,41,F
MD,4108,4094,41,F
MD,4177,4160,41,F
VA,4520,4480,41,F
VA,4556,4531,41,F
VA,4691,4655,41,F
DC,4694,4449,41,F
VA,4823,4823,41,F
MD,4855,4744,41,F
MD,4875,4850,41,F
DC,4927,4859,41,F
MD,4937,4774,41,F
VA,5030,4709,41,F
DC,5056,5014,41,F
VA,5139,5042,41,F
VA,5165,4792,41,F
VA,5233,5054,41,F
VA,5234,5148,41,F
MD,5253,4992,41,F
VA,5257,5199,41,F
MD,5265,5166,41,F
VA,5339,5248,41,F
VA,5376,5170,41,F
NY,5377,5225,41,F
DC,5405,5314,41,F
MD,5420,5320,41,F
DC,5487,5444,41,F
VA,5488,5173,41,F
MD,5517,5169,41,F
MD,5539,5539,41,F
FL,5577,5266,41,F
MD,5637,5537,41,F
VA,5663,5531,41,F
DC,5673,5300,41,F
VA,5673,5303,41,F
VA,5708,5281,41,F
MA,5722,5595,41,F
VA,5737,5369,41,F
DC,5739,5004,41,F
DC,5786,5427,41,F
VA,5802,5646,41,F
MD,5814,5548,41,F
VA,5815,5648,41,F
VA,5832,5387,41,F
VA,5866,5657,41,F
MD,5882,5589,41,F
DC,5919,5752,41,F
MD,5941,5848,41,F
VA,5974,5749,41,F
VA,5981,5772,41,F
VA,5986,5808,41,F
PA,5994,5844,41,F
MD,6047,5549,41,F
MD,6049,6049,41,F
MD,6086,5629,41,F
VA,6095,5632,41,F
VA,6136,5931,41,F
VA,6138,5697,41,F
MD,6161,5858,41,F
VA,6161,5769,41,F
MD,6174,5788,41,F
MD,6198,5935,41,F
VA,6230,5808,41,F
TX,6331,6045,41,F
TX,6331,6046,41,F
MD,6354,5864,41,F
VA,6371,5877,41,F
VA,6457,6188,41,F
VA,6464,6253,41,F
MD,6493,6189,41,F
MD,6523,6087,41,F
MD,6680,6680,41,F
VA,6725,6352,41,F
VA,6727,6473,41,F
VA,6753,6325,41,F
PA,6784,6557,41,F
CT,6784,6560,41,F
MD,6791,6566,41,F
VA,6795,6324,41,F
MD,6817,6343,41,F
MD,6833,6348,41,F
MD,6850,6395,41,F
MD,6854,6627,41,F
MD,6854,6367,41,F
VA,6863,6369,41,F
VA,6868,6420,41,F
MD,6911,6465,41,F
MD,6911,6643,41,F
VA,6943,6672,41,F
MD,6954,6473,41,F
MD,6968,6613,41,F
VA,7019,6669,41,F
MD,7080,6684,41,F
VA,7184,6955,41,F
PA,7206,6934,41,F
MI,7224,6739,41,F
VA,7261,6764,41,F
DC,7280,7023,41,F
VA,7336,6874,41,F
VA,7420,7021,41,F
MD,7445,7445,41,F
MD,7457,7039,41,F
VA,7463,7044,41,F
VA,7463,7097,41,F
MD,7479,7301,41,F
MD,7555,7170,41,F
VA,7719,7216,41,F
VA,7810,7810,41,F
VA,7829,7480,41,F
VA,8061,7557,41,F
VA,8079,8079,41,F
MD,8283,7869,41,F
MD,8702,8702,41,F
VA,10227,10227,41,F
PA,3859,3858,42,F
PA,4532,4505,42,F
VA,4549,4483,42,F
DE,4563,4549,42,F
MD,4566,4559,42,F
MD,4660,4608,42,F
VA,4860,4809,42,F
MD,4873,4789,42,F
DC,4886,4673,42,F
VA,4900,4900,42,F
IL,4925,4862,42,F
MD,4940,4870,42,F
DC,4957,4855,42,F
MD,4966,4813,42,F
VA,5007,4954,42,F
MD,5064,4956,42,F
PA,5104,5008,42,F
VA,5121,5071,42,F
VA,5138,4818,42,F
VA,5144,5130,42,F
NC,5146,5057,42,F
VA,5249,5138,42,F
VA,5279,4991,42,F
MD,5316,5244,42,F
MD,5355,5032,42,F
MA,5366,5236,42,F
VA,5442,5352,42,F
DC,5445,5339,42,F
VA,5461,5366,42,F
VA,5480,5361,42,F
VA,5528,5155,42,F
PA,5540,5293,42,F
VA,5549,5257,42,F
VA,5641,5240,42,F
MD,5663,5333,42,F
VA,5689,5266,42,F
DC,5698,5571,42,F
VA,5736,5736,42,F
NJ,5770,5361,42,F
MN,5789,5568,42,F
VA,5807,5540,42,F
MD,5844,5708,42,F
DC,5883,5542,42,F
VA,5912,5725,42,F
MD,5915,5804,42,F
MD,5935,5794,42,F
DC,5943,5562,42,F
VA,5967,5681,42,F
VA,6025,5724,42,F
VA,6033,5711,42,F
VA,6045,5831,42,F
VA,6056,5739,42,F
MD,6114,5826,42,F
DC,6145,5910,42,F
VA,6156,5867,42,F
MD,6166,6010,42,F
MD,6173,6027,42,F
MD,6202,5979,42,F
MD,6225,5790,42,F
VA,6245,5764,42,F
PA,6258,5984,42,F
DC,6259,5856,42,F
DC,6314,5976,42,F
VA,6318,6115,42,F
NY,6327,6188,42,F
MD,6329,5933,42,F
VA,6332,5882,42,F
MD,6349,5998,42,F
VA,6374,6133,42,F
VA,6393,6188,42,F
VA,6434,6195,42,F
VA,6454,6047,42,F
MD,6455,6134,42,F
VA,6470,6059,42,F
MD,6474,6474,42,F
VA,6640,6640,42,F
VA,6778,6358,42,F
MD,6800,6438,42,F
VA,6811,6344,42,F
MD,6819,6412,42,F
VI,6840,6411,42,F
MD,6894,6520,42,F
MD,6953,6875,42,F
NY,7035,6569,42,F
Uhwiesen,7046,7046,42,F
VA,7219,6767,42,F
VA,7254,7028,42,F
VA,7337,7337,42,F
PA,7374,6897,42,F
VA,7420,7193,42,F
PA,7443,7027,42,F
VA,7936,7444,42,F
MD,7937,7693,42,F
MD,8388,7967,42,F
MD,9227,9227,42,F
CT,3792,3790,43,F
VA,3896,3896,43,F
MD,3932,3927,43,F
MD,4124,4105,43,F
DC,4397,4369,43,F
VA,4487,4457,43,F
VA,4555,4527,43,F
PA,4844,4762,43,F
VA,4878,4821,43,F
MD,4893,4746,43,F
VA,4909,4858,43,F
TX,4996,4928,43,F
PA,5005,4922,43,F
VA,5054,4960,43,F
VA,5104,5002,43,F
MD,5136,4792,43,F
VA,5152,4896,43,F
VA,5154,5105,43,F
VA,5189,4867,43,F
MD,5221,5221,43,F
MD,5328,5059,43,F
VA,5347,5189,43,F
MD,5355,5298,43,F
VA,5387,5315,43,F
VA,5431,5371,43,F
MD,5451,5078,43,F
MD,5455,5081,43,F
MD,5487,5442,43,F
VA,5490,5249,43,F
VA,5522,5306,43,F
GA,5652,5346,43,F
VA,5674,5626,43,F
MD,5696,5313,43,F
VA,5716,5450,43,F
MD,5719,5517,43,F
VA,5758,5666,43,F
VA,5834,5680,43,F
MD,5891,5766,43,F
GA,5927,5655,43,F
MD,5934,5885,43,F
VA,6040,5672,43,F
DC,6056,5888,43,F
VA,6074,5770,43,F
VA,6080,5926,43,F
VA,6115,5691,43,F
MD,6116,5973,43,F
VA,6126,5752,43,F
VA,6150,5865,43,F
MD,6164,5758,43,F
MD,6176,5924,43,F
MD,6226,6027,43,F
VA,6227,6071,43,F
VA,6243,6104,43,F
VA,6308,6308,43,F
MD,6325,5897,43,F
VA,6332,5997,43,F
MD,6350,6196,43,F
NJ,6367,6241,43,F
VA,6381,5917,43,F
VA,6396,6168,43,F
MD,6419,6419,43,F
MD,6420,5974,43,F
MD,6429,6117,43,F
VA,6442,6138,43,F
MD,6472,6227,43,F
VA,6577,6213,43,F
MD,6695,6252,43,F
MD,6791,6569,43,F
MD,6853,6546,43,F
VA,6861,6592,43,F
MD,6899,6413,43,F
NY,6914,6544,43,F
MD,6915,6441,43,F
VA,6933,6594,43,F
MD,7047,7047,43,F
VA,7052,6777,43,F
ME,7120,6636,43,F
VA,7143,7143,43,F
MD,7253,7011,43,F
VA,7284,6779,43,F
VA,7340,7340,43,F
NY,7346,6860,43,F
VA,7369,7369,43,F
CT,7447,7447,43,F
NJ,7505,7190,43,F
PA,7512,7131,43,F
VA,7552,7105,43,F
MD,7598,7448,43,F
MD,7643,7229,43,F
MD,7803,7372,43,F
VA,7830,7481,43,F
DC,8271,7770,43,F
MD,8318,7978,43,F
MD,8787,8497,43,F
MD,10287,10156,43,F
VA,3884,3881,44,F
MD,4315,4306,44,F
DC,4369,4327,44,F
VA,4818,4637,44,F
DC,4873,4835,44,F
VA,4951,4861,44,F
VA,5005,4882,44,F
FL,5045,5045,44,F
VA,5102,4820,44,F
MD,5108,5025,44,F
MD,5250,5146,44,F
VA,5316,5316,44,F
VA,5363,5283,44,F
VA,5392,5163,44,F
MD,5395,5095,44,F
OH,5409,5235,44,F
MD,5447,5201,44,F
NC,5451,5226,44,F
MD,5455,5275,44,F
PA,5582,5203,44,F
VA,5611,5299,44,F
VA,5637,5423,44,F
NJ,5683,5494,44,F
PA,5740,5565,44,F
VA,5747,5589,44,F
PA,5784,5483,44,F
MD,5784,5574,44,F
VA,5794,5609,44,F
VA,5794,5794,44,F
DC,5844,5844,44,F
MD,5876,5721,44,F
MD,5879,5704,44,F
VA,5905,5716,44,F
VA,5905,5757,44,F
VA,5988,5568,44,F
MD,5989,5687,44,F
VA,5998,5730,44,F
PA,6053,5855,44,F
MD,6061,5905,44,F
MD,6084,6002,44,F
PA,6135,5715,44,F
NJ,6153,5795,44,F
VA,6241,5952,44,F
VA,6273,6061,44,F
VA,6319,5954,44,F
VA,6324,5889,44,F
PA,6339,5983,44,F
PA,6339,5982,44,F
MD,6393,6393,44,F
MD,6394,5915,44,F
MD,6411,6093,44,F
VA,6464,6252,44,F
MD,6516,6036,44,F
VA,6519,6187,44,F
MD,6610,6168,44,F
VA,6611,6185,44,F
VA,6623,6166,44,F
VA,6647,6434,44,F
VA,6688,6286,44,F
VA,6708,6345,44,F
MD,6756,6394,44,F
DC,6816,6495,44,F
DC,6832,6494,44,F
MD,6852,6652,44,F
MD,6951,6951,44,F
NJ,7045,6777,44,F
VA,7087,6663,44,F
VA,7144,7144,44,F
VA,7182,6821,44,F
VA,7240,7171,44,F
MD,7266,6870,44,F
VA,7293,7156,44,F
PA,7374,6897,44,F
CO,7419,7329,44,F
VA,7554,7104,44,F
VA,7594,7135,44,F
MD,7643,7643,44,F
DC,7667,7218,44,F
TX,7961,7495,44,F
MD,8085,7981,44,F
NH,3824,3814,45,F
VA,4334,4324,45,F
MD,4499,4499,45,F
VA,4532,4500,45,F
VA,4711,4703,45,F
GA,4760,4733,45,F
MD,4882,4819,45,F
MD,4892,4745,45,F
VA,5026,5022,45,F
MD,5184,5038,45,F
MD,5194,4849,45,F
VA,5465,5465,45,F
VA,5511,5211,45,F
VA,5536,5376,45,F
VA,5536,5376,45,F
VA,5537,5305,45,F
MD,5562,5425,45,F
MD,5601,5385,45,F
VA,5619,5456,45,F
MA,5671,5541,45,F
CA,5700,5507,45,F
VA,5709,5363,45,F
VA,5715,5627,45,F
DC,5718,5460,45,F
MD,5754,5476,45,F
MN,5829,5454,45,F
DC,5873,5484,45,F
OH,5923,5527,45,F
MD,6051,5402,45,F
MD,6207,5775,45,F
DC,6217,5897,45,F
VA,6244,6009,45,F
VA,6282,6066,45,F
MD,6293,5839,45,F
VA,6340,6078,45,F
MD,6390,6103,45,F
IL,6418,6137,45,F
PA,6446,6067,45,F
PA,6538,6157,45,F
MD,6540,6185,45,F
VA,6569,6450,45,F
VA,6570,6229,45,F
PA,6599,6420,45,F
PA,6628,6345,45,F
VA,6688,6283,45,F
MD,6748,6748,45,F
DC,6822,6500,45,F
MD,6912,6780,45,F
VA,6919,6576,45,F
VA,6937,6779,45,F
MD,6972,6479,45,F
MA,7100,6639,45,F
NY,7189,7189,45,F
MD,7195,6801,45,F
VA,7214,6831,45,F
DC,7226,6739,45,F
MD,7303,7047,45,F
DC,7371,7371,45,F
MD,7422,6984,45,F
VA,7468,7220,45,F
VA,8045,7775,45,F
VA,8430,7998,45,F
PA,8783,8574,45,F
VA,4607,4572,46,F
MD,4882,4856,46,F
PA,4989,4760,46,F
MD,5025,4958,46,F
DC,5043,5010,46,F
WV,5159,5086,46,F
VA,5186,5163,46,F
PA,5204,5141,46,F
PA,5237,5113,46,F
VA,5242,5171,46,F
VA,5260,4985,46,F
DC,5332,5074,46,F
PA,5451,5257,46,F
VA,5468,5172,46,F
MD,5498,5410,46,F
VA,5551,5410,46,F
VA,5595,5120,46,F
VA,5609,5233,46,F
MD,5622,5486,46,F
MD,5629,5484,46,F
NY,5668,5187,46,F
VA,5724,5651,46,F
VA,5742,5520,46,F
DC,5753,5565,46,F
MD,5778,5430,46,F
MD,5804,5766,46,F
NY,5859,5778,46,F
MD,5865,5702,46,F
VA,5959,5749,46,F
VA,6017,5895,46,F
VA,6029,5906,46,F
VA,6108,5927,46,F
NM,6137,5983,46,F
MD,6188,5825,46,F
DC,6226,6226,46,F
VA,6234,5967,46,F
VA,6238,6073,46,F
VA,6260,6039,46,F
MD,6266,5818,46,F
MD,6294,5839,46,F
PA,6314,6314,46,F
DC,6327,6105,46,F
MD,6340,5874,46,F
MD,6391,6107,46,F
VA,6468,6145,46,F
MD,6475,6029,46,F
VA,6536,6041,46,F
VA,6555,6345,46,F
MD,6608,6194,46,F
GA,6766,6548,46,F
VA,6847,6396,46,F
VA,6859,6392,46,F
MD,6876,6445,46,F
DC,6919,6457,46,F
MD,6920,6435,46,F
VA,6943,6514,46,F
VA,6993,6497,46,F
DC,7149,6687,46,F
MD,7393,7031,46,F
DC,7407,6917,46,F
VA,7745,7265,46,F
MD,7881,7790,46,F
MA,8179,7719,46,F
VA,9008,9008,46,F
WV,4136,4130,47,F
MD,4339,4322,47,F
VA,4733,4683,47,F
VA,4842,4523,47,F
VA,4927,4872,47,F
VA,4974,4956,47,F
MD,5219,5105,47,F
VA,5234,4987,47,F
VA,5272,5205,47,F
MD,5297,5162,47,F
PA,5329,5057,47,F
VA,5409,5202,47,F
MD,5413,5326,47,F
DC,5559,5479,47,F
MD,5565,5433,47,F
PA,5570,5337,47,F
MD,5643,5612,47,F
VA,5728,5728,47,F
VA,5901,5785,47,F
VA,5924,5457,47,F
VA,5956,5779,47,F
VA,5996,5859,47,F
MD,6023,5807,47,F
MD,6028,5695,47,F
VA,6050,5760,47,F
VA,6079,5706,47,F
MD,6185,6050,47,F
VA,6205,5998,47,F
VA,6240,5807,47,F
VA,6266,6050,47,F
PA,6339,5982,47,F
VA,6340,5877,47,F
VA,6433,5996,47,F
VA,6443,6036,47,F
MD,6474,6207,47,F
DC,6512,6099,47,F
TN,6563,6125,47,F
DC,6569,6127,47,F
NY,6607,6140,47,F
NY,6718,6378,47,F
MD,6772,6444,47,F
MD,6833,6740,47,F
VA,6877,6815,47,F
VA,6932,6813,47,F
PA,6985,6776,47,F
VA,7072,6777,47,F
VA,7307,6881,47,F
VA,7471,7051,47,F
DC,7499,7098,47,F
VA,7530,7294,47,F
VA,7858,7723,47,F
MA,7939,7477,47,F
VA,7988,7651,47,F
CA,8063,7874,47,F
VA,8235,7802,47,F
VA,8374,8374,47,F
VA,9408,9408,47,F
CT,9494,9004,47,F
MD,4237,4218,48,F
VA,4673,4657,48,F
DC,4944,4792,48,F
VA,4980,4980,48,F
NY,4984,4970,48,F
VA,5089,5020,48,F
CA,5167,4967,48,F
MD,5210,5160,48,F
MD,5272,5195,48,F
NY,5305,5228,48,F
VA,5329,5119,48,F
VA,5370,5294,48,F
VA,5641,5540,48,F
VA,5699,5609,48,F
MD,5904,5817,48,F
NH,5921,5730,48,F
PA,5965,5649,48,F
MD,5979,5761,48,F
ME,5995,5670,48,F
VA,5996,5860,48,F
VA,6014,5857,48,F
MD,6052,5806,48,F
MD,6078,5788,48,F
MD,6106,5700,48,F
VA,6107,5905,48,F
MD,6112,5957,48,F
MD,6137,5923,48,F
VA,6141,5707,48,F
VA,6179,5838,48,F
VA,6210,5978,48,F
VA,6239,6140,48,F
VA,6246,6072,48,F
MD,6287,6287,48,F
ME,6372,6028,48,F
MD,6450,6196,48,F
MD,6476,6008,48,F
VA,6495,6033,48,F
WV,6562,6107,48,F
VA,6583,6084,48,F
MD,6588,6462,48,F
VA,6937,6901,48,F
MD,7006,6905,48,F
MD,7062,7062,48,F
MD,7104,6852,48,F
MD,7156,6990,48,F
DC,7224,6775,48,F
MD,7257,6988,48,F
MD,7266,6780,48,F
VA,7322,6835,48,F
NY,7331,7004,48,F
SA,7521,7292,48,F
VA,7707,7625,48,F
NH,7740,7236,48,F
VA,7889,7730,48,F
VA,7890,7734,48,F
MD,8911,8911,48,F
PA,4269,4269,49,F
NJ,5213,5103,49,F
MD,5487,5263,49,F
VA,5574,5410,49,F
NJ,5605,5478,49,F
MD,5682,5403,49,F
VA,5711,5527,49,F
MD,5770,5390,49,F
PA,5899,5813,49,F
MD,5911,5638,49,F
DC,5913,5657,49,F
MD,5923,5753,49,F
VA,5935,5562,49,F
VA,5945,5810,49,F
VA,5954,5954,49,F
DC,6018,5548,49,F
MD,6070,5887,49,F
PA,6172,5792,49,F
MD,6345,5954,49,F
DC,6367,6272,49,F
MD,6440,5996,49,F
DC,6474,6052,49,F
MD,6497,6280,49,F
MD,6616,6200,49,F
VA,6674,6380,49,F
MD,6779,6374,49,F
OH,6792,6503,49,F
VA,6802,6303,49,F
MD,6874,6651,49,F
PA,6885,6580,49,F
NM,6901,6843,49,F
VA,6930,6574,49,F
VA,6945,6945,49,F
NY,6974,6633,49,F
MD,7155,6657,49,F
MD,7223,6791,49,F
VA,7253,7082,49,F
VA,7294,7157,49,F
MD,7306,6944,49,F
VA,7468,7468,49,F
VA,7530,7057,49,F
MD,7535,7220,49,F
MD,7950,7568,49,F
VA,8314,7898,49,F
VA,8368,7877,49,F
DC,8431,8431,49,F
MD,8604,8219,49,F
VA,4573,4532,50,F
VA,4610,4604,50,F
VA,4655,4634,50,F
VA,4804,4731,50,F
VA,4966,4962,50,F
ME,5008,4945,50,F
NJ,5028,4982,50,F
NC,5123,5019,50,F
MD,5242,5161,50,F
VA,5338,5182,50,F
PA,5498,5227,50,F
ME,5614,5490,50,F
VA,5678,5627,50,F
VA,5700,5700,50,F
VA,5711,5478,50,F
VA,5803,5473,50,F
LA,5811,5640,50,F
VA,5815,5631,50,F
VA,6104,5785,50,F
VA,6270,5815,50,F
VA,6289,6126,50,F
VA,6322,5870,50,F
VA,6334,5896,50,F
MD,6337,5983,50,F
MD,6350,5852,50,F
VA,6352,6033,50,F
VA,6379,6223,50,F
MD,6387,6275,50,F
MD,6398,6117,50,F
MD,6429,6116,50,F
MD,6458,6192,50,F
MD,6589,6093,50,F
MD,6689,6330,50,F
MD,6694,6222,50,F
VA,6710,6204,50,F
MD,6811,6811,50,F
MD,6817,6641,50,F
DC,6975,6643,50,F
MD,6980,6980,50,F
MD,7005,6694,50,F
VA,7061,6844,50,F
VA,7066,6694,50,F
MD,7113,6672,50,F
VA,7187,6880,50,F
MD,7208,7045,50,F
VA,7276,7083,50,F
MD,7285,7285,50,F
MD,7299,6999,50,F
VA,7419,6979,50,F
MD,7454,7139,50,F
MD,7464,7044,50,F
MD,7548,7120,50,F
MD,7725,7284,50,F
MD,7799,7799,50,F
DC,7898,7796,50,F
MD,8931,8630,50,F
VA,9044,9044,50,F
VA,9407,9407,50,F
VA,4521,4513,51,F
VA,4658,4631,51,F
PA,4999,4999,51,F
DC,5250,5153,51,F
VA,5353,5347,51,F
NC,5473,5122,51,F
NY,5529,5345,51,F
MD,5591,5503,51,F
DC,5674,5345,51,F
MD,5937,5873,51,F
ME,5993,5668,51,F
VA,6080,5868,51,F
MD,6098,5799,51,F
NC,6112,5988,51,F
MD,6121,5727,51,F
MD,6175,6055,51,F
PA,6219,6098,51,F
MD,6299,6149,51,F
NY,6430,6207,51,F
MD,6438,5942,51,F
VA,6445,6287,51,F
PA,6446,6064,51,F
MD,6489,6489,51,F
VA,6529,6412,51,F
MD,6529,5989,51,F
MD,6544,6303,51,F
MD,6549,6305,51,F
VA,6549,6173,51,F
MD,6556,6336,51,F
MD,6566,6103,51,F
DC,6601,6311,51,F
DC,6624,6452,51,F
MD,6688,6460,51,F
MD,6753,6371,51,F
PA,6765,6548,51,F
KS,6860,6470,51,F
VA,6892,6649,51,F
VA,6974,6633,51,F
VA,7087,6660,51,F
DC,7096,6757,51,F
MD,7109,6634,51,F
VA,7189,7189,51,F
VA,7208,7208,51,F
MD,7348,6964,51,F
VA,7396,7013,51,F
KS,7446,6972,51,F
MD,7717,7286,51,F
NH,7733,7229,51,F
VA,7810,7680,51,F
DC,8153,8153,51,F
MD,8465,7947,51,F
PA,8654,8261,51,F
VA,8813,8668,51,F
PA,10521,10062,51,F
MD,10599,10103,51,F
VA,4363,4357,52,F
MD,4455,4445,52,F
PA,4678,4618,52,F
VA,5158,5078,52,F
MD,5309,5188,52,F
MD,5403,5090,52,F
DC,5456,5377,52,F
PA,5553,5553,52,F
VA,5832,5747,52,F
VA,6034,5809,52,F
VA,6261,6018,52,F
VA,6365,5872,52,F
VA,6383,6180,52,F
MD,6412,6197,52,F
MD,6475,6475,52,F
MD,6521,6281,52,F
MD,6588,6277,52,F
NY,6680,6314,52,F
PA,6715,6413,52,F
DC,6746,6315,52,F
VA,6802,6299,52,F
PA,6876,6497,52,F
NY,6894,6555,52,F
MD,6901,6845,52,F
MD,6911,6465,52,F
MD,6938,6523,52,F
VA,7044,6728,52,F
VA,7594,7135,52,F
MD,7679,7195,52,F
MA,7787,7326,52,F
MD,7799,7799,52,F
MD,7860,7470,52,F
DC,8008,8008,52,F
PA,8189,8189,52,F
DC,8324,8324,52,F
MD,8432,8432,52,F
VA,4712,4686,53,F
VA,4869,4796,53,F
VA,4986,4951,53,F
MD,5220,5130,53,F
CA,5261,5181,53,F
VA,5267,5229,53,F
VA,5341,4886,53,F
NY,5556,5478,53,F
MD,5575,5258,53,F
MD,5619,5383,53,F
DC,5842,5842,53,F
DC,5906,5758,53,F
MD,5964,5884,53,F
NC,6004,5572,53,F
MD,6035,5782,53,F
VA,6107,5761,53,F
VA,6126,5871,53,F
MD,6164,5932,53,F
VA,6262,5983,53,F
PA,6300,6017,53,F
MD,6334,5958,53,F
VA,6415,5977,53,F
MD,6417,6417,53,F
DC,6701,6701,53,F
NY,6705,6566,53,F
IL,6772,6515,53,F
VA,6876,6544,53,F
MD,6994,6763,53,F
MD,7073,6740,53,F
MD,7080,6808,53,F
VA,7088,6664,53,F
VA,7151,6718,53,F
VA,7193,6719,53,F
MD,7336,6854,53,F
VA,7395,7014,53,F
VA,7499,7365,53,F
VA,8087,7791,53,F
MD,8191,8062,53,F
MN,8339,8339,53,F
VA,8374,8374,53,F
VA,8960,8960,53,F
DC,4347,4343,54,F
VA,5176,5099,54,F
VA,5641,5484,54,F
VA,5909,5725,54,F
ME,5995,5669,54,F
VA,6066,5778,54,F
VA,6067,5915,54,F
VA,6111,5787,54,F
VA,6369,6070,54,F
NY,6430,6209,54,F
DC,6448,6186,54,F
VA,6486,6264,54,F
PA,6540,6308,54,F
VA,6572,6416,54,F
NJ,6639,6361,54,F
VA,6697,6267,54,F
MD,6797,6319,54,F
IA,6824,6639,54,F
MD,6987,6746,54,F
VA,7181,6993,54,F
ME,7218,7218,54,F
MN,7230,6923,54,F
MD,7288,6821,54,F
VA,7403,6907,54,F
VA,7530,7059,54,F
DC,7874,7618,54,F
MD,8163,7711,54,F
VA,4270,4257,55,F
MD,4982,4982,55,F
DC,5123,5047,55,F
MD,5263,5251,55,F
VA,5482,5271,55,F
DC,5602,5592,55,F
VA,5676,5591,55,F
VA,5728,5349,55,F
OH,5876,5686,55,F
VA,5930,5841,55,F
PA,5934,5576,55,F
VA,5951,5951,55,F
PA,6069,5870,55,F
VA,6078,5708,55,F
MD,6284,5880,55,F
PA,6395,6120,55,F
MD,6713,6577,55,F
MD,6819,6516,55,F
IA,6994,6808,55,F
MD,7011,6876,55,F
MI,7545,7545,55,F
IN,7559,7478,55,F
OH,8297,7897,55,F
MA,8331,7867,55,F
MD,8464,7954,55,F
VA,9024,8606,55,F
VA,10228,10228,55,F
MD,4464,4453,56,F
VA,4996,4923,56,F
MD,5093,5086,56,F
OH,5985,5855,56,F
VA,6051,5936,56,F
PA,6135,6135,56,F
VA,6313,6000,56,F
VA,6480,6480,56,F
VA,6720,6334,56,F
MD,6810,6548,56,F
MD,6820,6401,56,F
VA,6856,6704,56,F
VA,8177,7947,56,F
MD,8248,7830,56,F
FL,8593,8593,56,F
ME,4706,4706,57,F
VA,5103,5073,57,F
MD,5245,5168,57,F
PA,5356,5289,57,F
VA,5479,5314,57,F
VA,5948,5541,57,F
VA,5966,5567,57,F
VA,6020,5654,57,F
MD,6394,6248,57,F
VA,6627,6285,57,F
MD,6754,6300,57,F
VA,6887,6556,57,F
DC,6976,6976,57,F
VA,7087,6771,57,F
VA,7298,7038,57,F
VA,7337,6911,57,F
MD,7603,7334,57,F
MD,7661,7311,57,F
DC,8086,7788,57,F
KY,8168,7716,57,F
MD,8201,7944,57,F
WV,8357,8357,57,F
VA,4863,4857,58,F
MD,5155,5136,58,F
VA,5497,5216,58,F
PA,5699,5398,58,F
NJ,5840,5743,58,F
VA,5854,5713,58,F
CO,6193,5840,58,F
VA,6503,6253,58,F
NY,6505,6505,58,F
CT,6791,6722,58,F
MD,6857,6386,58,F
VA,6872,6366,58,F
DC,7450,7365,58,F
MD,7803,7461,58,F
NJ,7860,7581,58,F
VA,8358,8358,58,F
VA,5156,5104,59,F
VA,5405,5223,59,F
MD,5432,5187,59,F
VA,6034,5669,59,F
VA,6086,5927,59,F
NY,6096,5914,59,F
TX,6536,6458,59,F
GA,6661,6156,59,F
OR,7323,7323,59,F
VA,7703,7452,59,F
MD,5333,5333,60,F
VA,5363,5290,60,F
MO,5553,5553,60,F
VA,6781,6499,60,F
